,identificacion,nombre_cientifico,reino,filo,clase,orden,familia,genero,epiteto_especifico,estado_taxonomico,estado_de_amenaza,coordenadas,location_info,display_name,town,state_district,country,temperature,humidity
216,10862510,Tachiramantis lentiginosus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Tachiramantis,lentiginosus,Válido,EN,[],,,,,,,
217,7393394,Andinobates bombetes,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,bombetes,Válido,VU,"[(4.966561, -75.764592), (4.701317, -75.674062), (4.784677, -75.775463), (4.493585, -76.24106), (4.685048, -75.656246), (4.636608, -76.393147), (4.685963, -76.228321), (4.665018, -75.670606), (4.710724, -75.744745), (4.786803, -75.644699), (4.502383, -76.305727), (4.5016, -76.310143), (4.552075, -76.276338), (4.687582, -75.783944), (4.721178, -75.73565), (4.943333, -75.583278), (4.908261, -75.622226), (4.700107, -75.708017), (4.738692, -75.683084), (4.740595, -75.757367), (4.674523, -75.785559), (4.735896, -75.716365), (4.753436, -75.627611), (4.782889, -75.611845), (4.762115, -75.632052), (4.74755, -75.721712), (4.703294, -75.735638), (4.767693, -75.630003), (4.797124, -75.74528), (4.603388, -75.604218), (4.757357, -75.723179), (4.770059, -75.74375), (4.630503, -75.703198), (4.790204, -76.325783), (4.646434, -75.690775), (4.67563, -75.723792), (4.988797, -75.780516), (5.081406, -75.791522), (5.1691, -75.760836), (5.1691, -75.760836), (5.106283, -76.004178), (4.601494, -75.785754), (4.622481, -75.702956), (4.636341, -75.625207), (4.771939, -75.736134), (4.732248, -75.78709), (4.677137, -75.605692), (4.725569, -75.792329), (4.787981, -75.760208), (4.660346, -75.712957), (4.649432, -75.633684), (4.745118, -76.090034), (4.64141, -76.349849), (4.885028, -75.660147), (4.641809, -76.038598), (4.737602, -75.728977), (4.716068, -75.746237), (4.719674, -75.788468), (4.726349, -75.768138), (6.715519, -76.545358), (4.711278, -75.647694), (4.581944, -75.644917), (4.780083, -76.221861), (4.780083, -76.221861), (4.780083, -76.221861), (4.780083, -76.221861), (4.780083, -76.221861), (4.549111, -75.624083), (9.9425, -75.164278), (4.755435, -75.616883), (4.696806, -75.653361), (4.696722, -75.653139), (4.696806, -75.653361), (4.696722, -75.653139)]","{'place_id': 267177584, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 185505714, 'lat': '4.965672827463888', 'lon': '-75.7649624226691', 'class': 'highway', 'type': 'unclassified', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Ruta de Sembrando Lecturas', 'display_name': 'Ruta de Sembrando Lecturas, Beltran, Marsella, Risaralda, RAP Eje Cafetero, Colombia', 'address': {'road': 'Ruta de Sembrando Lecturas', 'city': 'Beltran', 'county': 'Marsella', 'state': 'Risaralda', 'ISO3166-2-lvl4': 'CO-RIS', 'region': 'RAP Eje Cafetero', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['4.9600980', '4.9715690', '-75.7777850', '-75.7488080']}","Ruta de Sembrando Lecturas, Beltran, Marsella, Risaralda, RAP Eje Cafetero, Colombia",,,Colombia,18.713783783783775,89.02702702702703
218,8213814,Andinobates cassidyhornae,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,cassidyhornae,Válido,VU,"[(5.821091, -76.15823), (5.878228, -76.129859), (5.836873, -76.181445), (5.883005, -76.007097), (5.852095, -76.180182), (5.914055, -76.167394), (7.051675, -75.497612), (7.014611, -75.471276), (5.851343, -76.051366), (7.015375, -75.508833), (7.005047, -75.480635), (7.036728, -75.449883), (7.173, -75.482387), (6.718447, -76.559658), (6.731242, -76.568136), (5.638096, -76.175007), (5.60023, -75.95296), (5.591984, -75.952424)]","{'place_id': 266737247, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1306999, 'lat': '5.838906550000001', 'lon': '-76.2079696572246', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.45000999999999997, 'addresstype': 'county', 'name': 'El Carmen de Atrato', 'display_name': 'El Carmen de Atrato, Atrato, Chocó, RAP Pacífico, Colombia', 'address': {'county': 'El Carmen de Atrato', 'state_district': 'Atrato', 'state': 'Chocó', 'ISO3166-2-lvl4': 'CO-CHO', 'region': 'RAP Pacífico', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.6561807', '6.0212539', '-76.3805634', '-76.0661645']}","El Carmen de Atrato, Atrato, Chocó, RAP Pacífico, Colombia",,Atrato,Colombia,14.845555555555556,98.16666666666667
219,7536992,Andinobates daleswansoni,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,daleswansoni,Válido,EN,"[(5.288699, -75.075864), (5.433956, -75.008644), (5.549917, -75.15237), (5.504557, -75.189059), (5.444068, -75.031898), (5.428068, -75.074991), (5.40566, -75.016267), (5.410509, -75.152969), (5.458972, -75.130917), (5.458333, -75.118056), (5.458333, -75.118056), (5.467944, -75.118222), (5.459194, -75.131056), (5.477944, -75.1182), (5.460111, -75.113111), (5.460111, -75.113111), (5.459528, -75.113389), (5.459444, -75.113194), (5.459444, -75.113194), (5.459444, -75.113194), (5.459444, -75.113194), (5.459444, -75.113194), (5.459444, -75.113194), (5.474211, -75.05522), (5.474211, -75.05522), (5.474211, -75.05522)]","{'place_id': 268790229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 697059769, 'lat': '5.2891654', 'lon': '-75.0761408', 'class': 'highway', 'type': 'unclassified', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': '', 'display_name': 'Vda. La Florida, Marquetalia, Alto Oriente, Caldas, RAP del Agua y la Montaña, Colombia', 'address': {'hamlet': 'Vda. La Florida', 'town': 'Marquetalia', 'state_district': 'Alto Oriente', 'state': 'Caldas', 'ISO3166-2-lvl4': 'CO-CAL', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.2891654', '5.2935088', '-75.0784582', '-75.0760362']}","Vda. La Florida, Marquetalia, Alto Oriente, Caldas, RAP del Agua y la Montaña, Colombia",Marquetalia,Alto Oriente,Colombia,16.80807692307693,98.61538461538461
220,7651757,Andinobates dorisswansonae,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,dorisswansonae,Válido,VU,"[(5.101795, -75.040878), (5.02, -75.04)]","{'place_id': 268340040, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 813943831, 'lat': '5.101776466947729', 'lon': '-75.0408554310043', 'class': 'highway', 'type': 'unclassified', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': '', 'display_name': 'Palocabildo, Norte, Tolima, RAP (Especial) Central, Colombia', 'address': {'town': 'Palocabildo', 'state_district': 'Norte', 'state': 'Tolima', 'ISO3166-2-lvl4': 'CO-TOL', 'region': 'RAP (Especial) Central', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.1017252', '5.1033601', '-75.0445690', '-75.0395013']}","Palocabildo, Norte, Tolima, RAP (Especial) Central, Colombia",Palocabildo,Norte,Colombia,14.215,97.5
221,7773159,Andinobates opisthomelas,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,opisthomelas,Válido,VU,"[(6.046545, -75.393746), (6.030382, -75.472397), (5.567113, -75.196275), (6.250803, -75.41986), (7.048188, -75.158082), (6.105485, -75.416602), (6.416678, -75.117362), (6.378185, -75.395014), (6.009391, -75.407981), (7.176163, -75.437463), (6.114927, -75.443053), (6.16264, -75.373431), (6.881908, -75.527419), (6.285361, -75.331499), (6.218274, -75.004343), (5.967854, -75.261169), (6.35776, -75.2376), (6.227455, -75.287829), (6.553672, -75.192726), (6.222454, -75.032603), (6.78138, -75.319375), (6.365434, -75.560835), (6.205488, -75.423107), (6.918732, -75.178401), (6.139642, -75.309846), (6.327073, -75.440354), (7.128206, -75.015155), (6.059178, -75.455364), (6.073581, -75.516235), (6.991203, -75.174606), (6.82653, -75.098209), (7.155373, -75.455485), (6.874041, -75.388781), (6.781021, -75.321443), (6.068895, -75.506872), (5.530195, -75.130402), (5.58515, -75.074353), (6.217728, -75.364408), (6.791521, -75.311696), (6.793637, -75.31075), (6.825044, -75.211407), (6.028843, -75.241702), (6.113812, -75.345609), (6.862562, -75.023022), (6.052128, -75.38132), (6.306195, -75.145371), (6.088938, -75.546819), (6.122534, -75.533162), (7.055054, -75.400137), (7.01919, -75.513187), (6.146364, -75.422886), (6.182471, -75.560919), (6.67843, -75.317323), (5.991096, -75.038693), (6.048145, -75.359225), (6.058668, -75.115403), (6.106111, -75.458107), (5.998829, -75.517204), (6.371267, -75.110602), (6.273138, -75.072952), (5.27173, -75.133638), (6.177878, -75.575176), (6.07931, -75.5202), (6.32678, -75.26919), (6.05079, -75.088225), (6.892409, -75.051945), (6.931335, -75.131462), (5.46779, -75.03765), (5.44628, -75.03937), (5.50703, -75.11184), (5.4825, -75.05353), (5.48424, -75.04733), (5.48835, -75.04697), (6.319244, -75.433926), (6.788344, -75.314936), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.778367, -75.322688), (6.805799, -75.311568), (6.78075, -75.317102), (6.78294, -75.320907), (6.78294, -75.320907), (6.78294, -75.320907), (6.78294, -75.320907), (6.78294, -75.320907), (6.793517, -75.313546), (6.173631, -75.432339), (6.174883, -74.978782), (6.32561, -75.21084), (6.32028, -75.21096), (6.32428, -75.21132), (6.32643, -75.21128), (6.32061, -75.21124), (6.21707, -75.01507), (6.1651, -75.06863), (6.21707, -75.01507), (6.21645, -75.01622), (6.35889, -75.23955), (6.21916, -75.01439), (6.21645, -75.01622), (6.22012, -75.02143), (6.35889, -75.23955), (6.35889, -75.23955), (6.35889, -75.23955), (6.35889, -75.23955), (6.35462, -75.23889), (6.35889, -75.23955), (6.35462, -75.23889), (6.35889, -75.23955), (6.35889, -75.23955), (6.35674, -75.23682), (6.35889, -75.23955), (6.354474, -75.237434), (6.354539, -75.237329), (6.356511, -75.235919), (6.354472, -75.237525), (6.354472, -75.237525), (6.354472, -75.237525), (6.354474, -75.237434), (6.354583, -75.237636), (6.354472, -75.237525), (6.354678, -75.237957), (5.48429, -75.05709), (5.48429, -75.05709), (6.267197, -75.084902), (6.0305, -75.23335), (6.0305, -75.23335), (6.0305, -75.23335), (6.0305, -75.23335), (6.0305, -75.23335), (6.0305, -75.23335), (6.0305, -75.23335), (6.0305, -75.23335), (6.0305, -75.23335), (6.303692, -75.25335), (5.48228, -75.03386), (7.20859, -75.673638), (6.30247, -75.14309), (6.30444, -75.14438), (6.30224, -75.14069), (6.30444, -75.14438), (6.30444, -75.14438), (6.30444, -75.14438), (6.30224, -75.14069), (6.30224, -75.14069), (6.30171, -75.14192), (6.30444, -75.14438), (6.30259, -75.14349), (6.30442, -75.14556), (5.985778, -75.437333), (6.84229, -75.31168), (7.088877, -75.473911), (7.088877, -75.473911), (7.088877, -75.473911), (5.75, -76.0833), (5.75, -76.0833), (6.978301, -75.111101), (6.978301, -75.111101), (6.978301, -75.111101), (6.978301, -75.111101), (6.978301, -75.111101), (6.978301, -75.111101), (6.983333, -75.134722), (6.30282, -75.12911), (7.075923, -75.421706), (7.075923, -75.421706), (7.075923, -75.421706), (7.950278, -76.129167), (6.983333, -75.134722), (6.983333, -75.134722), (6.30282, -75.12911), (6.30282, -75.12911), (6.983333, -75.134722), (6.873611, -75.098805), (7.068611, -75.418889), (7.075923, -75.421706), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (7.95, -76.123333), (6.81296, -75.05954), (6.81296, -75.05954), (6.81296, -75.05954), (6.81296, -75.05954), (6.81296, -75.05954), (6.304444, -75.135), (6.304444, -75.135), (6.304444, -75.135), (6.304444, -75.135), (6.74786, -75.28156), (6.74786, -75.28156), (6.9806, -75.1353), (6.9806, -75.1353), (6.9806, -75.1353), (6.96889, -75.14321), (6.96889, -75.14321), (6.96889, -75.14321), (6.983333, -75.134722), (6.983333, -75.134722), (6.911944, -75.078333), (6.873611, -75.098805), (6.873611, -75.098805), (6.873611, -75.098805), (6.873611, -75.098805), (6.873611, -75.098805), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.9386, -75.02917), (6.9386, -75.02917), (7.133889, -75.156833), (6.9386, -75.02917), (6.9386, -75.02917), (6.9386, -75.02917), (6.9386, -75.02917), (6.873611, -75.098805), (6.873611, -75.098805), (6.802889, -75.14575), (7.133889, -75.156833), (7.133889, -75.156833), (6.800267, -75.099912), (6.800267, -75.099912), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611), (6.879841, -75.118611)]","{'place_id': 267643131, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 921876554, 'lat': '6.0480648430631065', 'lon': '-75.3949263857292', 'class': 'highway', 'type': 'primary', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Vía La Ceja - Rionegro', 'display_name': 'Vía La Ceja - Rionegro, La Ceja, Oriente, Antioquia, RAP del Agua y la Montaña, 054037, Colombia', 'address': {'road': 'Vía La Ceja - Rionegro', 'town': 'La Ceja', 'county': 'La Ceja', 'state_district': 'Oriente', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'postcode': '054037', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['6.0416173', '6.0695557', '-75.4084396', '-75.3808804']}","Vía La Ceja - Rionegro, La Ceja, Oriente, Antioquia, RAP del Agua y la Montaña, 054037, Colombia",La Ceja,Oriente,Colombia,15.829458483754527,97.94584837545126
222,9331187,Andinobates victimatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,victimatus,Válido,EN,"[(7.074827, -76.239201), (7.340562, -76.472045), (7.150289, -76.330167), (7.333876, -76.422618), (7.33286, -76.071367), (7.08647, -76.206647), (7.337168, -76.454978), (7.18741, -76.318925), (7.000854, -76.391793), (7.742855, -76.646001), (4.18775, -72.6445), (4.18775, -72.6445)]","{'place_id': 270492127, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1137718333, 'lat': '7.07278435', 'lon': '-76.2408698', 'class': 'leisure', 'type': 'pitch', 'place_rank': 30, 'importance': 9.99999999995449e-06, 'addresstype': 'leisure', 'name': '', 'display_name': 'Dabeiba-Vereda Llanogrande, Vda. Llano Grande (ZVTN), Dabeiba, Occidente, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'road': 'Dabeiba-Vereda Llanogrande', 'hamlet': 'Vda. Llano Grande (ZVTN)', 'town': 'Dabeiba', 'state_district': 'Occidente', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['7.0723313', '7.0732374', '-76.2413165', '-76.2404231']}","Dabeiba-Vereda Llanogrande, Vda. Llano Grande (ZVTN), Dabeiba, Occidente, Antioquia, RAP del Agua y la Montaña, Colombia",Dabeiba,Occidente,Colombia,20.169166666666666,96.66666666666667
223,8290723,Andinobates viridis,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,viridis,Válido,CR,"[(4.86667, -76.15), (4.86667, -76.15), (4.86667, -76.15), (4.86667, -76.15)]","{'place_id': 277723105, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1343038, 'lat': '4.8950096', 'lon': '-76.2350277', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.33297997008024016, 'addresstype': 'village', 'name': 'San José del Palmar', 'display_name': 'San José del Palmar, San Juan, Chocó, RAP Pacífico, Colombia', 'address': {'village': 'San José del Palmar', 'state_district': 'San Juan', 'state': 'Chocó', 'ISO3166-2-lvl4': 'CO-CHO', 'region': 'RAP Pacífico', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['4.7477788', '5.1852788', '-76.5109338', '-76.0610169']}","San José del Palmar, San Juan, Chocó, RAP Pacífico, Colombia",,San Juan,Colombia,18.02,98.0
224,7725061,Andinobates virolinensis,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,virolinensis,Válido,VU,"[(6.043357, -73.236827), (7.17485, -73.193712), (6.329286, -73.853024), (6.093692, -73.333662), (6.175783, -73.036664), (5.618056, -73.957056), (5.618056, -73.957056), (5.618056, -73.957056), (5.831694, -74.195833), (5.833278, -74.196472), (5.833278, -74.196472), (5.833417, -74.196278), (5.806528, -74.251583), (5.618056, -73.957056), (5.618056, -73.957056), (5.806528, -74.251583), (5.618056, -73.957056), (5.618056, -73.957056), (5.618056, -73.957056), (5.618056, -73.957056), (5.618056, -73.957056), (5.831694, -74.195833), (5.833278, -74.196472), (5.833278, -74.196472), (5.833417, -74.196278), (5.618056, -73.957056), (5.618056, -73.957056), (5.618056, -73.957056), (5.849972, -74.196472), (5.833417, -74.19625), (5.834083, -74.196667), (5.832861, -74.196333), (5.832861, -74.196333), (5.834083, -74.196667), (5.849972, -74.196472), (5.833417, -74.19625), (5.618056, -73.957056), (5.618056, -73.957056), (5.618056, -73.957056), (6.105278, -73.22222), (6.105278, -73.22222), (6.997796, -73.412722), (6.792494, -73.479743), (7.002583, -73.417583), (7.002583, -73.417583), (6.997796, -73.412722), (6.997796, -73.412722), (6.997796, -73.412722), (6.997796, -73.412722), (6.997796, -73.412722), (6.997796, -73.412722), (6.997796, -73.412722), (7.002583, -73.417583), (7.002583, -73.417583), (6.79302, -73.47878), (5.81381, -73.9817), (5.81381, -73.9817), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.17513, -73.17587), (6.35577, -73.2567), (6.098723, -73.217531), (6.098723, -73.217531), (6.098723, -73.217531), (6.098723, -73.217531), (6.098723, -73.217531), (6.34875, -73.2099), (6.051372, -73.2), (6.10846, -73.2283), (6.10846, -73.2283), (6.10846, -73.2283), (6.10846, -73.2283), (6.10846, -73.2283), (6.10846, -73.2283), (6.45647, -73.25502), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985)]","{'place_id': 269247747, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1315456, 'lat': '5.91628015', 'lon': '-73.31589722541469', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.38472319726874576, 'addresstype': 'county', 'name': 'Gámbita', 'display_name': 'Gámbita, Comunera, Santander, RAP Gran Santander, Colombia', 'address': {'county': 'Gámbita', 'state_district': 'Comunera', 'state': 'Santander', 'ISO3166-2-lvl4': 'CO-SAN', 'region': 'RAP Gran Santander', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.7512302', '6.0814555', '-73.4713606', '-73.1762471']}","Gámbita, Comunera, Santander, RAP Gran Santander, Colombia",,Comunera,Colombia,15.001319444444452,95.58333333333333
225,2428977,Colostethus agilis,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Colostethus,agilis,Válido,EN,"[(4.744166, -76.304444), (4.7493, -76.28743), (4.7493, -76.28743), (4.7479, -76.29982), (4.7479, -76.29982)]","{'place_id': 267275614, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1473583, 'lat': '4.7621884', 'lon': '-76.2207611', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.35112554102268, 'addresstype': 'village', 'name': 'El Cairo', 'display_name': 'El Cairo, Norte, Valle del Cauca, RAP Pacífico, Colombia', 'address': {'village': 'El Cairo', 'state_district': 'Norte', 'state': 'Valle del Cauca', 'ISO3166-2-lvl4': 'CO-VAC', 'region': 'RAP Pacífico', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['4.6746639', '4.8398553', '-76.3096533', '-76.1325439']}","El Cairo, Norte, Valle del Cauca, RAP Pacífico, Colombia",,Norte,Colombia,15.482,100.0
